	Unnamed: 0.1	Unnamed: 0	Run_ID	Chl	TSM	a_440_cdom	T	S	theta	phi	Chl_comp_1	Chl_comp_2	Bp	Bm	a_440_p	a_440_m	b_440_p	b_440_m	400	412.5	442.5	490	510	560	620	665	673.75	681.25	708.75	753.75	761.25	764.38	767.5	778.75	865	885	900	940	1020
16600	1410	1410	61888	0.1	0.2	6.9	15	25	50	45	1	3	0.016	0.003	0.006	0.012	0.09	0.1639999999999999	1.97e-05	2.44e-05	2.69e-05	3.94e-05	4.36e-05	6.94e-05	9.58e-05	0.0001106	0.0001144	0.0001148	7.68e-05	1.86e-05	2.2e-05	2.4e-05	2.22e-05	2.33e-05	7.6e-06	6.1e-06	5.5e-06	7e-07	1.1e-06
16606	1416	1416	61895	2.7	1.1	3.9	30	10	20	30	1	5	0.0069999999999999	0.018	0.036	0.068	0.6940000000000001	0.601	0.0001124	0.0001322	0.0001888	0.0003216	0.0003901	0.0006422999999999	0.0008158	0.0008224	0.0008224	0.0008247	0.0005153	0.0001520999999999	0.0001556	0.0001555	0.0001623	0.0001774999999999	7.28e-05	6.01e-05	5.39e-05	1.17e-05	1.12e-05
16612	1422	1422	61901	1.6	0.9	11.0	0	20	30	30	1	3	0.008	0.018	0.14	0.055	0.502	0.4920000000000001	3.4e-05	4.1e-05	5.920000000000001e-05	0.0001032	0.0001284999999999	0.0002257	0.0003944	0.000498	0.0005047	0.0005297999999999	0.0004302	0.0001347	0.0001314	0.00013	0.0001317	0.0001364	5.67e-05	4.73e-05	4.51e-05	1.04e-05	7.8e-06
16615	1425	1425	61904	3.5	1.0	7.6	10	0	50	30	1	2	0.006	0.024	0.231	0.061	0.815	0.41	5.51e-05	6.330000000000001e-05	9.24e-05	0.0001477	0.000177	0.0002959	0.0004632	0.0005402	0.0005382	0.0005657	0.0004784	0.0001485	0.0001492	0.0001469	0.000147	0.00016	6.49e-05	5.710000000000001e-05	4.9e-05	1.16e-05	9.6e-06
16622	1432	1432	61914	1.3	1.3	7.0	15	25	40	30	1	4	0.008	0.01	0.105	0.08	0.441	1.243	6.59e-05	7.4e-05	0.0001068	0.0001756	0.0002116	0.000351	0.000536	0.0006462999999999	0.0006603	0.0006854	0.0005091	0.0001551999999999	0.0001545	0.0001543	0.0001573	0.0001674	7e-05	6.19e-05	5.07e-05	1.09e-05	1e-05
16624	1434	1434	61916	2.6	0.02	2.6	5	20	40	60	1	5	0.0069999999999999	0.001	0.107	0.001	0.6779999999999999	0.014	7.329999999999999e-05	8.46e-05	0.000113	0.0001822	0.0002075	0.0003151	0.0003301	0.000262	0.0002512	0.0002441	0.0001662	4.94e-05	4.91e-05	4.48e-05	4.66e-05	4.92e-05	2.17e-05	2.01e-05	1.42e-05	4.8e-06	3e-06
16626	1436	1436	61918	0.39	1.3	6.1	10	30	10	0	1	3	0.012	0.018	0.018	0.08	0.209	0.711	7.35e-05	8.4e-05	0.0001222	0.0002048	0.0002461	0.0004103	0.0006014999999999	0.0007189	0.0007366	0.0007519	0.000515	0.0001561	0.0001564999999999	0.000154	0.0001583	0.0001698	7.159999999999999e-05	5.820000000000001e-05	5.13e-05	1.2e-05	1e-05
16629	1439	1439	61921	0.34	0.04	7.9	10	20	80	45	1	3	0.012	0.001	0.019	0.003	0.192	0.033	2.11e-05	1.9e-05	2.57e-05	3.44e-05	4.23e-05	6.759999999999999e-05	9.46e-05	0.0001143	0.0001208	0.0001249	8.73e-05	2.5e-05	2.5e-05	2.67e-05	2.4e-05	2.49e-05	1.06e-05	8.3e-06	5e-06	2.3e-06	1.8e-06
16630	1440	1440	61924	0.07	0.7	9.5	30	35	30	45	1	5	0.018	0.01	0.0069999999999999	0.043	0.072	0.574	2.730000000000001e-05	3.17e-05	4.2100000000000014e-05	6.43e-05	7.74e-05	0.0001279	0.0001961	0.000281	0.0002964	0.0003225	0.0002271	6.91e-05	7.2e-05	7.01e-05	7.340000000000001e-05	7.92e-05	3.63e-05	3.26e-05	2.31e-05	5.400000000000002e-06	3.9e-06
16636	1446	1446	61930	3.3	0.8	8.0	5	30	20	0	1	5	0.0069999999999999	0.01	0.221	0.049	0.7859999999999999	0.6559999999999999	4.71e-05	5.33e-05	7.509999999999998e-05	0.0001159	0.0001418	0.0002289	0.0003605	0.0004321	0.0004273	0.0004541	0.0003816	0.0001165	0.0001163	0.0001149	0.0001167	0.0001267	5.24e-05	4.33e-05	3.61e-05	9.6e-06	8.599999999999999e-06
16640	1450	1450	61935	95.0	2.6	17.0	0	15	20	15	1	3	0.003	0.016	1.706	0.16	6.313	1.776	6.17e-05	7.25e-05	0.000107	0.0001916	0.0002428	0.0004516	0.0007755	0.0007576	0.0006681	0.0007481	0.0014408	0.0004639	0.0004498	0.0004484	0.0004469	0.0004744	0.0002035	0.0001693	0.0001516	3.44e-05	2.97e-05
16645	1455	1455	61942	0.08	0.6	9.6	20	25	70	30	1	3	0.018	0.009	0.01	0.037	0.078	0.574	2.52e-05	2.92e-05	3.9e-05	6.39e-05	7.59e-05	0.0001129	0.0001862	0.0002583	0.0002749	0.0002974	0.0002145	6.27e-05	6.4e-05	6.55e-05	6.809999999999999e-05	7.390000000000001e-05	3.2299999999999986e-05	2.6e-05	2.56e-05	4.4e-06	4.3e-06
16651	1461	1461	61948	0.41	0.3	1.9	15	10	20	15	1	5	0.012	0.006	0.031	0.018	0.216	0.287	8.9e-05	0.0001071	0.0001471	0.0002305	0.0002711	0.0004049	0.000356	0.0002778	0.0002665	0.0002547	0.0001557	4.38e-05	4.26e-05	4.4e-05	4.02e-05	4.98e-05	2.03e-05	1.3e-05	1.24e-05	3.3e-06	2.1e-06
16658	1468	1468	61957	2.2	0.02	3.1	10	20	60	45	1	4	0.0069999999999999	0.001	0.099	0.001	0.611	0.014	5.83e-05	6.55e-05	8.9e-05	0.0001429	0.000166	0.0002556	0.0002735	0.0002367	0.000226	0.0002222	0.0001489	4.39e-05	4.09e-05	4.16e-05	4.23e-05	4.59e-05	1.7899999999999998e-05	1.5399999999999998e-05	1.46e-05	1.7e-06	2.1e-06
16660	1470	1470	61959	9.6	0.9	3.0	10	25	10	15	1	3	0.005	0.035	0.302	0.055	1.524	0.246	0.0001458	0.0001674	0.0002338	0.000395	0.0004817	0.0008064999999999	0.0008939	0.0007067999999999	0.0006494	0.0006626	0.000554	0.0001664	0.0001651	0.0001652	0.00016	0.0001757	7.36e-05	6.15e-05	5.31e-05	1.22e-05	1.01e-05
16671	1481	1481	61977	4.8	1.1	9.6	15	35	30	0	1	5	0.006	0.012	0.157	0.068	0.992	0.902	5.06e-05	5.83e-05	8.109999999999999e-05	0.0001291	0.0001592	0.0002523	0.0004156	0.0005606	0.0005801	0.000624	0.0005118	0.0001633	0.0001599	0.000162	0.0001621	0.0001736	7.23e-05	6.05e-05	5.19e-05	1.31e-05	1.09e-05
16674	1484	1484	61980	1.8	0.4	7.2	25	25	10	60	1	5	0.008	0.026	0.198	0.025	0.54	0.109	3.72e-05	4.03e-05	5.7e-05	8.82e-05	0.0001044	0.0001638	0.000243	0.0002862	0.0002843	0.0003016	0.0002333	7.09e-05	6.9e-05	6.97e-05	7.3e-05	8.06e-05	2.75e-05	2.72e-05	2.25e-05	5e-06	4e-06
16676	1486	1486	61983	1.9	1.2	8.0	25	5	30	30	1	4	0.008	0.012	0.063	0.074	0.5579999999999999	0.984	5.53e-05	6.53e-05	9.4e-05	0.0001583	0.0001881	0.0003143999999999	0.0004915	0.0006412999999999	0.0006697	0.000704	0.0005072	0.0001541	0.0001551999999999	0.00016	0.0001602	0.0001774999999999	7.240000000000001e-05	6.19e-05	5.290000000000001e-05	1.18e-05	1.11e-05
16678	1488	1488	61985	0.87	1.0	2.6	30	25	20	30	1	3	0.009	0.014	0.052	0.061	0.344	0.6829999999999999	0.0001404	0.0001641	0.0002354	0.000401	0.0004843	0.0007832	0.0008169	0.0007124	0.0006923	0.0006866	0.0004266	0.0001252999999999	0.0001243	0.0001274	0.0001308	0.0001428	5.68e-05	5.23e-05	3.8e-05	9.8e-06	8e-06
16689	1499	1499	61998	55.0	2.5	7.0	10	0	70	15	1	5	0.003	0.016	4.315	0.154	4.498	1.7080000000000002	0.0001131	0.0001237	0.0001559	0.0002455	0.0002898	0.0004613	0.0007128999999999	0.0004341	0.0003437	0.0003868	0.0012805	0.0004017	0.000395	0.0003957	0.0003979	0.0004279	0.0001786999999999	0.0001489	0.0001306	2.98e-05	2.58e-05
16692	1502	1502	62003	9.9	1.4	4.0	15	0	70	45	1	5	0.005	0.026	0.1639999999999999	0.086	1.554	0.574	0.0001462	0.0001714	0.0002472	0.0004228	0.0005161	0.0008529999999999	0.0011190999999999	0.0010649	0.0010242	0.0010424	0.0007564	0.0002289	0.0002275	0.0002273	0.0002282	0.0002519	0.0001002999999999	8.49e-05	7.23e-05	1.82e-05	1.52e-05
16701	1511	1511	62013	2.5	0.4	5.0	20	25	50	15	1	4	0.0069999999999999	0.012	0.102	0.025	0.662	0.219	5.1e-05	5.83e-05	7.92e-05	0.0001267	0.0001543	0.0002452	0.0003256	0.0003426	0.0003373	0.0003433	0.0002382	7.159999999999999e-05	7.28e-05	6.879999999999999e-05	7.31e-05	7.8e-05	3.19e-05	2.84e-05	2.060000000000001e-05	4.6e-06	3.4e-06
16702	1512	1512	62015	0.24	1.4	1.6	20	5	40	30	1	3	0.012	0.014	0.075	0.086	0.155	0.957	0.0002476	0.000288	0.0004163	0.0007119	0.000863	0.0013774	0.0011661	0.0008865	0.0008406	0.0008207	0.000523	0.0001551999999999	0.0001561	0.0001573	0.0001576999999999	0.0001702	7.209999999999999e-05	5.89e-05	5.320000000000001e-05	1.21e-05	1.06e-05
16703	1513	1513	62016	1.2	0.1	3.9	10	5	70	15	1	3	0.009	0.001	0.139	0.006	0.42	0.0819999999999999	4.01e-05	4.91e-05	6.65e-05	0.000101	0.0001181	0.0001822	0.0002138	0.0001967	0.0001847	0.0001866	0.0001337	3.9e-05	3.7e-05	3.65e-05	3.73e-05	3.99e-05	1.52e-05	1.2e-05	1.27e-05	1.8e-06	3.500000000000001e-06
16706	1516	1516	62019	0.09	0.6	6.0	25	30	50	15	1	5	0.016	0.02	0.008	0.037	0.084	0.246	3.82e-05	4.68e-05	6.42e-05	9.86e-05	0.0001200999999999	0.0001917	0.0002688	0.0003234	0.0003305	0.000338	0.0002207	6.6e-05	6.47e-05	6.42e-05	6.929999999999999e-05	7.11e-05	2.89e-05	2.2e-05	1.88e-05	2.2e-06	5.3e-06
16710	1520	1520	62026	1.9	1.0	9.4	25	25	40	30	1	2	0.008	0.014	0.063	0.061	0.5579999999999999	0.6829999999999999	4.370000000000001e-05	5.400000000000001e-05	7.049999999999999e-05	0.0001159	0.0001395999999999	0.0002263	0.0003679	0.0005083	0.0005361	0.0005762	0.0004343	0.0001371	0.0001343	0.0001349	0.000143	0.0001506999999999	6.17e-05	5.28e-05	4.370000000000001e-05	8.900000000000001e-06	1.01e-05
16711	1521	1521	62028	0.27	1.0	2.9	0	0	10	15	1	4	0.012	0.01	0.026	0.061	0.1669999999999999	0.957	0.0001133	0.0001356	0.0001939	0.0003267	0.0003951	0.0006457	0.0007385	0.0006582	0.0006401	0.0006247	0.000402	0.0001243	0.0001183	0.0001162	0.0001183	0.0001249	5.21e-05	4.04e-05	3.92e-05	8.400000000000001e-06	7.200000000000001e-06
16713	1523	1523	62031	4.9	1.2	4.3	10	15	50	45	1	3	0.006	0.014	0.148	0.074	1.004	0.82	0.0001075	0.0001267	0.0001833	0.0003096	0.0003765	0.0006246	0.0008214	0.0007953	0.0007678	0.0007803999999999	0.0005746	0.0001737	0.0001720999999999	0.0001733	0.0001720999999999	0.0001868	7.240000000000001e-05	6.35e-05	5.6600000000000014e-05	1.6e-05	1.19e-05
16717	1527	1527	62036	1.2	0.08	19.0	15	0	70	15	1	5	0.009	0.001	0.061	0.005	0.42	0.044	8.599999999999999e-06	8.900000000000001e-06	1.24e-05	2.14e-05	2.7399999999999995e-05	4.55e-05	8.1e-05	0.0001298	0.0001375999999999	0.0001501	0.000118	3.55e-05	3.71e-05	3.74e-05	3.78e-05	4.120000000000001e-05	1.7e-05	1.51e-05	1.13e-05	2.5e-06	1.1e-06
16723	1533	1533	62046	3.4	0.2	3.5	30	30	30	15	1	5	0.0069999999999999	0.003	0.122	0.012	0.8009999999999999	0.1639999999999999	6.3e-05	7.42e-05	0.0001025	0.0001585	0.0001893	0.0002905	0.0003419	0.0003055	0.0002947	0.0002983	0.0001985	5.7200000000000015e-05	5.62e-05	5.6600000000000014e-05	5.96e-05	6.7e-05	2.7e-05	2.04e-05	1.810000000000001e-05	1.9e-06	4.2e-06
16724	1534	1534	62047	1.0	0.7	8.8	0	35	30	45	1	3	0.009	0.012	0.043	0.043	0.375	0.478	3.58e-05	4.07e-05	5.51e-05	9.15e-05	0.0001066	0.0001665999999999	0.0002684	0.0003533	0.000373	0.0003919	0.0002974	9.33e-05	9.15e-05	8.89e-05	8.85e-05	9.43e-05	4.29e-05	3.2e-05	2.98e-05	7.200000000000001e-06	5.9e-06
16728	1538	1538	62051	0.87	0.3	7.1	20	15	30	15	1	3	0.009	0.01	0.052	0.018	0.344	0.1639999999999999	2.78e-05	2.99e-05	4.2700000000000015e-05	6.409999999999999e-05	7.890000000000001e-05	0.0001207	0.0001748	0.0002105	0.0002173	0.0002235	0.0001578	4.68e-05	4.55e-05	4.47e-05	4.78e-05	5.34e-05	1.7199999999999998e-05	1.86e-05	1.34e-05	2.4e-06	3e-06
16738	1548	1548	62063	1.0	1.5	4.4	15	10	30	30	1	5	0.009	0.014	0.057	0.092	0.375	1.025	0.0001083	0.0001273	0.000183	0.0003163	0.0003842	0.0006306	0.0008542	0.0008828	0.0008744	0.000881	0.0005897	0.0001797	0.0001781	0.0001773	0.0001826	0.0001931	8.149999999999999e-05	6.929999999999999e-05	5.6100000000000015e-05	1.33e-05	1.23e-05
16740	1550	1550	62067	1.3	1.0	5.5	15	25	30	45	1	3	0.008	0.009	0.076	0.061	0.441	1.093	7.159999999999999e-05	8.35e-05	0.0001174	0.0001906	0.0002316	0.0003851	0.000546	0.000603	0.0006071	0.000619	0.0004367	0.0001313	0.0001308	0.000129	0.0001338	0.0001412	5.98e-05	4.93e-05	4.429999999999999e-05	9.3e-06	9.5e-06
16744	1554	1554	62072	0.48	1.3	14.0	10	35	30	60	1	5	0.01	0.018	0.029	0.08	0.238	0.711	3.02e-05	3.59e-05	5.25e-05	9.64e-05	0.000122	0.0002134	0.0003925	0.0005802	0.0006187	0.0006573999999999	0.0004966	0.0001548	0.0001512	0.0001533	0.0001564999999999	0.0001667	7.01e-05	5.86e-05	5.09e-05	1.31e-05	1.12e-05
16747	1557	1557	62076	0.21	0.08	4.6	5	25	50	0	1	3	0.014	0.001	0.02	0.005	0.142	0.022	3.19e-05	3.48e-05	4.13e-05	6.52e-05	7.59e-05	0.0001077	0.0001315999999999	0.0001303	0.0001293	0.0001291999999999	8.170000000000001e-05	2e-05	2.27e-05	2.26e-05	2.14e-05	2.44e-05	1.06e-05	9.8e-06	4.2e-06	0.0	1.1e-06
16759	1569	1569	62094	1.9	0.02	6.4	25	35	70	45	1	3	0.008	0.001	0.157	0.001	0.5579999999999999	0.011	3.26e-05	3.2899999999999987e-05	4.47e-05	6.94e-05	8.109999999999999e-05	0.0001311	0.0001773	0.0001919	0.0001877	0.0001952	0.000145	4.15e-05	4.31e-05	4.31e-05	4.370000000000001e-05	4.92e-05	2.08e-05	1.35e-05	1.32e-05	3.8e-06	2.8e-06
16760	1570	1570	62095	1.6	0.04	10.0	0	35	20	45	1	3	0.008	0.001	0.081	0.003	0.502	0.044	2.14e-05	2.28e-05	2.7600000000000007e-05	3.94e-05	5.03e-05	7.32e-05	0.0001128	0.0001501	0.0001585	0.0001685	0.0001347	3.84e-05	4.05e-05	3.83e-05	4.06e-05	4.31e-05	1.93e-05	1.57e-05	1.14e-05	3.9e-06	2.2e-06
16768	1578	1578	62109	11.0	1.1	9.6	5	5	60	30	1	3	0.005	0.024	0.855	0.068	1.658	0.451	5.379999999999999e-05	6.08e-05	8.63e-05	0.0001357	0.0001648	0.000276	0.0004234	0.0004439	0.0004112	0.0004541	0.0005915	0.0001907	0.0001887	0.0001866	0.000189	0.0001981	8.6e-05	6.879999999999999e-05	6.22e-05	1.56e-05	1.22e-05
16773	1583	1583	62114	0.08	1.0	8.7	20	0	30	15	1	4	0.018	0.018	0.009	0.061	0.078	0.546	3.96e-05	4.25e-05	6.440000000000001e-05	0.0001058	0.0001271	0.0002112	0.0003352	0.0004593	0.0004900999999999	0.0005157	0.0003673	0.000114	0.0001142	0.0001151	0.0001169	0.0001277	5.489999999999999e-05	4.38e-05	3.97e-05	9e-06	8.7e-06
16774	1584	1584	62115	1.2	0.7	8.7	5	5	30	15	1	4	0.009	0.01	0.048	0.043	0.42	0.574	3.55e-05	3.8e-05	5.34e-05	9.05e-05	0.0001071	0.000173	0.0002809	0.0003692	0.0003841	0.0004055	0.0003046	9.84e-05	9.28e-05	9.46e-05	9.31e-05	9.87e-05	3.99e-05	3.3100000000000005e-05	2.98e-05	7.1e-06	5.700000000000001e-06
16788	1598	1598	62135	4.6	1.4	9.8	0	15	10	30	1	4	0.006	0.012	0.335	0.086	0.966	1.148	5.45e-05	6.3e-05	8.840000000000001e-05	0.0001443	0.0001751	0.0002856999999999	0.0004639	0.0005897	0.0005853	0.0006355999999999	0.0006083999999999	0.0001967	0.0001903	0.0001851	0.0001896	0.0002012	8.759999999999999e-05	7.32e-05	6.56e-05	1.33e-05	1.16e-05
16790	1600	1600	62138	0.38	1.5	4.8	30	15	50	45	1	4	0.012	0.014	0.031	0.092	0.206	1.025	9.84e-05	0.000112	0.0001647	0.0002751	0.0003364	0.0005614	0.0007655	0.0008414999999999	0.0008493	0.0008595	0.0005497999999999	0.0001671	0.000167	0.0001693	0.000168	0.0001897	7.759999999999999e-05	6.38e-05	5.6600000000000014e-05	1.26e-05	1.15e-05
16791	1601	1601	62140	1.4	1.3	1.2	10	35	70	60	1	5	0.008	0.018	0.059	0.08	0.462	0.711	0.0003644	0.0004213	0.0006082	0.0010318	0.0012235	0.0018406	0.0013981	0.0010023	0.0009422	0.0009163	0.0005779	0.0001693	0.0001686999999999	0.0001662	0.0001671	0.0001804	7.47e-05	6.12e-05	5.42e-05	1.05e-05	1.0800000000000003e-05
16792	1602	1602	62142	1.8	1.4	5.0	5	15	30	15	1	4	0.008	0.01	0.088	0.086	0.54	1.339	9.72e-05	0.0001129	0.0001582	0.0002716	0.0003331	0.0005497999999999	0.0007697	0.0008199	0.0008093999999999	0.0008254	0.0005834	0.0001781	0.0001758	0.0001745	0.000176	0.0001901	7.91e-05	6.24e-05	5.629999999999999e-05	1.23e-05	1.13e-05
16804	1614	1614	62158	0.36	0.04	8.7	15	25	10	15	1	5	0.012	0.001	0.027	0.003	0.199	0.022	1.9e-05	1.9e-05	2.29e-05	3.3e-05	4.24e-05	5.64e-05	8.72e-05	0.0001101	0.000118	0.0001219	8.6e-05	2.57e-05	2.46e-05	2.63e-05	2.42e-05	2.67e-05	9.4e-06	9.7e-06	5.5e-06	1.6e-06	1.4e-06
16811	1621	1621	62166	1.1	1.5	2.1	0	0	30	15	1	2	0.009	0.01	0.055	0.092	0.398	1.435	0.000218	0.0002566	0.0003728	0.0006426	0.0007825	0.0012614	0.0012706	0.0010151	0.0009666	0.0009407	0.0006163	0.0001888	0.0001827	0.000181	0.0001834	0.0001911	7.87e-05	6.659999999999999e-05	5.81e-05	1.49e-05	1.09e-05
16812	1622	1622	62167	0.96	0.06	7.4	0	35	50	15	1	2	0.009	0.001	0.104	0.004	0.366	0.049	2.6e-05	2.64e-05	3.7e-05	5.58e-05	5.920000000000001e-05	9.1e-05	0.0001299	0.00015	0.0001525	0.0001573	0.0001185	3.54e-05	3.45e-05	3.44e-05	3.59e-05	3.5600000000000005e-05	1.28e-05	1e-05	8.3e-06	2.5e-06	1.8e-06
16815	1625	1625	62172	3.4	1.5	15.0	25	10	50	30	1	3	0.0069999999999999	0.014	0.66	0.092	0.8009999999999999	1.025	3.27e-05	3.87e-05	6.02e-05	0.0001072	0.0001294	0.0002416	0.0004236	0.0005019	0.0004821	0.0005289	0.0006062999999999	0.000191	0.0001891	0.0001934	0.0001981	0.0002149	9.03e-05	7.35e-05	6.47e-05	1.2e-05	1.44e-05
16829	1639	1639	62189	1.5	0.2	8.1	25	25	50	45	1	3	0.008	0.003	0.044	0.012	0.482	0.1639999999999999	2.27e-05	2.29e-05	3.78e-05	5.16e-05	6.39e-05	0.000102	0.000146	0.0001834	0.0001895	0.000199	0.0001408	4.14e-05	4.18e-05	3.86e-05	4.5e-05	4.55e-05	2.23e-05	1.22e-05	1.3800000000000003e-05	4.8e-06	2.3e-06
16830	1640	1640	62190	1.2	1.2	7.3	25	35	20	30	1	5	0.009	0.009	0.118	0.074	0.42	1.3119999999999998	6.13e-05	7.18e-05	9.9e-05	0.0001638	0.0001962	0.0003264	0.0005021	0.0006189	0.000625	0.0006622	0.0004893	0.0001516	0.0001509	0.0001512	0.0001554	0.0001678	7.06e-05	6e-05	5.01e-05	9.4e-06	1.03e-05
16832	1642	1642	62193	3.4	1.5	2.6	30	10	60	30	1	4	0.0069999999999999	0.026	0.146	0.092	0.8009999999999999	0.615	0.0002111	0.0002502	0.0003588	0.0006232999999999	0.000757	0.0012594	0.0013186	0.0011239	0.0010691	0.0010734	0.0007252	0.0002162	0.0002157	0.0002181	0.0002226	0.0002478	9.9e-05	8.240000000000001e-05	7.41e-05	1.62e-05	1.52e-05
16834	1644	1644	62196	2.3	0.2	4.9	20	35	60	60	1	2	0.0069999999999999	0.006	0.26	0.012	0.628	0.0819999999999999	4.14e-05	4.61e-05	6.38e-05	9.45e-05	0.0001124	0.0001732	0.0002198	0.0002071	0.0001978	0.0002044	0.0001628	4.75e-05	4.74e-05	4.74e-05	5.18e-05	5.09e-05	2.05e-05	1.4499999999999997e-05	1.34e-05	4e-06	2.6e-06
16836	1646	1646	62198	0.92	0.6	5.5	10	10	50	45	1	2	0.009	0.012	0.069	0.037	0.356	0.41	4.78e-05	5.76e-05	7.99e-05	0.0001289	0.0001568	0.0002478	0.0003453	0.000381	0.0003827	0.0003925	0.0002749	8.23e-05	8.290000000000001e-05	7.979999999999999e-05	8.31e-05	8.83e-05	3.41e-05	3.34e-05	2.68e-05	5.6e-06	5.3e-06
16842	1652	1652	62204	1.8	0.6	17.0	15	25	20	15	1	5	0.008	0.01	0.088	0.037	0.54	0.4920000000000001	1.65e-05	1.88e-05	2.75e-05	5.09e-05	6.08e-05	0.0001081	0.0002046	0.0003086	0.0003301	0.0003551	0.0002876	9.22e-05	8.859999999999999e-05	8.690000000000001e-05	9.09e-05	9.8e-05	4.44e-05	3.15e-05	2.87e-05	6.4e-06	5.3e-06
16843	1653	1653	62206	0.39	1.1	6.1	30	35	10	15	1	5	0.012	0.01	0.028	0.068	0.209	1.052	6.59e-05	7.6e-05	0.0001053	0.0001724	0.0002116	0.0003443	0.0005031	0.0006008999999999	0.0006197	0.0006376	0.0004213	0.000124	0.0001276	0.0001284	0.0001334	0.0001439	5.770000000000001e-05	5.09e-05	4.42e-05	7.8e-06	9.1e-06
16844	1654	1654	62209	0.63	1.0	5.4	20	15	30	45	1	3	0.01	0.012	0.044	0.061	0.282	0.82	6.890000000000001e-05	7.979999999999999e-05	0.0001102	0.0001917	0.0002317	0.0003772	0.000535	0.0006017	0.0006065	0.0006219999999999	0.0004174	0.0001248	0.0001262	0.0001252999999999	0.0001267	0.0001384	5.7e-05	4.34e-05	4.35e-05	9.7e-06	8.3e-06
16854	1664	1664	62221	0.2	1.2	3.5	25	25	30	45	1	4	0.014	0.01	0.022	0.074	0.138	1.148	0.000107	0.0001281	0.0001823	0.0003153	0.0003805	0.0006222	0.000752	0.0007336	0.0007277	0.0007237	0.0004476	0.0001336	0.0001345	0.0001338	0.0001364	0.0001496999999999	6.12e-05	5.06e-05	4.26e-05	8.2e-06	8.599999999999999e-06
16856	1666	1666	62223	0.61	0.8	5.1	25	35	30	30	1	5	0.01	0.01	0.047	0.049	0.276	0.6559999999999999	6.15e-05	7.120000000000001e-05	9.65e-05	0.0001571	0.0001878	0.0003054	0.0004217	0.0004548	0.0004613	0.0004701	0.0003104	9.2e-05	9.18e-05	9.33e-05	9.49e-05	0.0001013	3.96e-05	3.63e-05	3.3100000000000005e-05	7.6e-06	7.1e-06
16860	1670	1670	62228	1.1	0.06	9.2	30	35	50	45	1	5	0.009	0.001	0.08	0.004	0.398	0.041	2.02e-05	2.02e-05	2.660000000000001e-05	4.35e-05	4.84e-05	7.32e-05	0.0001083	0.000143	0.0001534	0.0001607	0.0001199	3.3100000000000005e-05	3.3799999999999995e-05	3.47e-05	3.4200000000000005e-05	3.6e-05	1.56e-05	1.29e-05	1.01e-05	1.9e-06	1.8e-06
16867	1677	1677	62240	0.37	0.06	4.7	25	0	60	15	1	2	0.012	0.001	0.02	0.004	0.202	0.025	2.8600000000000007e-05	3.09e-05	4.07e-05	6.52e-05	7.55e-05	0.0001095999999999	0.0001365	0.0001426	0.0001423	0.0001445	8.9e-05	2.58e-05	2.64e-05	2.65e-05	2.82e-05	2.65e-05	8.1e-06	6.7e-06	1.26e-05	2.2e-06	8e-07
16873	1683	1683	62249	85.0	0.6	2.8	10	20	20	30	1	5	0.003	0.01	6.341	0.037	5.892	0.4920000000000001	0.0001068	0.0001075	0.000107	0.0001597	0.0001823	0.0002784	0.000382	0.0001746	0.0001328	0.0001484	0.0007034	0.000208	0.0002053	0.0002006	0.0002061	0.0002211	8.96e-05	7.36e-05	6.77e-05	1.4e-05	1.41e-05
16883	1693	1693	62263	0.38	0.04	5.1	10	10	60	0	1	4	0.012	0.001	0.031	0.003	0.206	0.022	2.62e-05	3.21e-05	3.82e-05	6.05e-05	6.579999999999999e-05	0.0001048	0.0001359	0.0001419	0.0001408	0.000143	9.17e-05	2.730000000000001e-05	2.52e-05	2.45e-05	2.44e-05	2.78e-05	8.5e-06	7.9e-06	8.8e-06	2.6e-06	2.4e-06
16895	1705	1705	62281	3.2	0.3	4.8	0	20	40	45	1	5	0.0069999999999999	0.006	0.101	0.018	0.7709999999999999	0.287	5.320000000000001e-05	5.920000000000001e-05	8.25e-05	0.0001312	0.0001575	0.0002487	0.00033	0.0003384	0.0003284	0.0003326	0.0002364	7.2e-05	6.9e-05	6.840000000000001e-05	6.809999999999999e-05	7.32e-05	2.75e-05	2.3e-05	1.97e-05	7.000000000000002e-06	4.5e-06
16899	1709	1709	62286	0.16	1.0	5.6	20	20	60	0	1	5	0.014	0.01	0.02	0.061	0.12	0.957	6.02e-05	7.219999999999999e-05	0.0001001	0.0001643	0.0002022	0.0003299	0.0004758	0.0005449	0.0005563	0.0005654	0.0003701	0.000114	0.0001097	0.0001094	0.000115	0.0001254	5.290000000000001e-05	4.2100000000000014e-05	3.68e-05	6.2e-06	6.900000000000002e-06
16902	1712	1712	62290	0.47	1.0	14.0	5	35	70	45	1	5	0.01	0.018	0.044	0.061	0.235	0.546	2.5e-05	3.19e-05	4.45e-05	7.77e-05	9.71e-05	0.0001737	0.0003195	0.0004659	0.0004993	0.0005292	0.0004046	0.0001301	0.0001224	0.0001247	0.000126	0.0001341	5.7200000000000015e-05	5.06e-05	4.05e-05	9.9e-06	7.699999999999999e-06
16923	1733	1733	62318	2.8	0.04	5.4	25	35	50	30	1	4	0.0069999999999999	0.001	0.101	0.003	0.71	0.022	4.03e-05	4.51e-05	5.73e-05	9.12e-05	0.0001043	0.0001669	0.0002152	0.0002337	0.000233	0.0002397	0.0001613	4.83e-05	4.67e-05	4.7e-05	4.54e-05	5.1e-05	2e-05	1.64e-05	1.09e-05	2.5e-06	3.700000000000001e-06
