	Unnamed: 0.1	Unnamed: 0	Run_ID	Chl	TSM	a_440_cdom	T	S	theta	phi	Chl_comp_1	Chl_comp_2	Bp	Bm	a_440_p	a_440_m	b_440_p	b_440_m	400	412.5	442.5	490	510	560	620	665	673.75	681.25	708.75	753.75	761.25	764.38	767.5	778.75	865	885	900	940	1020
331	331	331	20452	3.4	0.08	0.246	0	25	50	30	1	3	0.0069999999999999	0.001	0.66	0.005	0.8009999999999999	0.055	0.0004383999999999	0.0004133	0.0003799	0.0004938	0.0005775	0.0009166	0.0004362	0.000218	0.0001779	0.000186	0.0001984	5.73e-05	5.600000000000001e-05	5.56e-05	5.350000000000001e-05	5.7200000000000015e-05	2.15e-05	2.02e-05	1.7800000000000002e-05	2.6e-06	3.3e-06
332	332	332	20453	39.0	0.02	0.262	20	25	60	15	1	3	0.003	0.001	0.698	0.001	3.635	0.011	0.000542	0.0005474999999999	0.0005592	0.000828	0.001003	0.0017795	0.0007598	0.0003693	0.0003084	0.0003228	0.0003455	9.54e-05	9.82e-05	9.64e-05	0.0001005	0.0001066	4.44e-05	3.59e-05	3.01e-05	7.400000000000001e-06	7.1e-06
344	344	344	20469	0.5	0.06	0.19	0	20	20	0	1	4	0.01	0.001	0.036	0.004	0.244	0.057	0.0006628	0.0007337	0.0009445	0.0014415	0.0014579	0.001302	0.0003511	0.0001963	0.000177	0.0001694	0.0001009	2.94e-05	2.59e-05	2.63e-05	3.01e-05	2.63e-05	8.1e-06	4.9000000000000005e-06	5.700000000000001e-06	1.7e-06	1.3e-06
348	348	348	20474	1.1	0.06	0.116	30	35	50	15	1	3	0.009	0.001	0.055	0.004	0.398	0.025	0.0012817	0.0013433	0.0014891	0.001962	0.0018723	0.0016914	0.0004366	0.0002512	0.0002346	0.0002255	0.0001295	3.5e-05	3.47e-05	3.54e-05	3.5700000000000014e-05	4.23e-05	1.34e-05	1.35e-05	1.13e-05	1.9e-06	2.3e-06
359	359	359	20491	0.25	0.5	0.152	10	20	80	60	1	2	0.012	0.0069999999999999	0.02	0.031	0.159	0.546	0.0012979	0.0013935	0.0016745	0.0023192	0.0022899	0.0021218	0.0006682	0.0004015	0.0003726	0.0003525	0.0002042	6e-05	6.05e-05	6.04e-05	5.739999999999999e-05	6.34e-05	2.65e-05	2.46e-05	2.24e-05	4e-06	3.700000000000001e-06
362	362	362	20496	95.0	2.4	0.286	0	10	80	60	1	5	0.003	0.012	1.706	0.148	6.313	1.968	0.0010097	0.0009313	0.0008562	0.0012579	0.0014264	0.0020907	0.0020743	0.0009582	0.0007585	0.0008216	0.0014271	0.0004249	0.0004124	0.0004049	0.0004098	0.0004331	0.0001823	0.0001527	0.000131	3.2500000000000004e-05	2.61e-05
364	364	364	20500	0.04	1.1	0.252	30	15	40	30	1	5	0.02	0.014	0.0069999999999999	0.068	0.051	0.7509999999999999	0.0010009	0.0011944	0.0018311	0.0034865	0.003815	0.0041649999999999	0.0012779999999999	0.0008015	0.0007647999999999	0.0007266	0.000403	0.0001166	0.0001215	0.0001203	0.0001215	0.0001347	5.539999999999999e-05	4.620000000000001e-05	3.86e-05	7.9e-06	7.299999999999999e-06
374	374	374	20517	95.0	3.3	0.264	20	15	40	15	1	2	0.003	0.02	1.706	0.203	6.313	1.804	0.0012912	0.0011918	0.0010975	0.0015934	0.0018213	0.002945	0.0025516	0.0011875	0.0009437	0.0010260999999999	0.0018044	0.0005357	0.0005357	0.000536	0.0005437	0.0005918	0.0002457	0.0002046	0.0001786999999999	4.06e-05	3.83e-05
381	381	381	20526	0.63	0.5	0.118	10	30	50	45	1	4	0.01	0.012	0.045	0.031	0.282	0.342	0.0018804	0.0019118	0.0020448	0.0025803	0.0024898	0.0023251	0.0007658	0.0004619	0.000429	0.0004068	0.0002463	7.099999999999999e-05	7e-05	6.57e-05	7.120000000000001e-05	7.56e-05	3.33e-05	2.84e-05	2.4e-05	3.3e-06	4.8e-06
382	382	382	20527	1.6	0.2	0.292	20	25	20	45	1	4	0.008	0.003	0.162	0.012	0.502	0.1369999999999999	0.00047	0.0005136	0.0006314	0.0010168	0.0011220999999999	0.001419	0.000469	0.0002686	0.0002415	0.0002376	0.0001544	4.41e-05	4.09e-05	4.23e-05	4.42e-05	4.46e-05	1.67e-05	1.83e-05	1.26e-05	4.6e-06	2.5e-06
388	388	388	20536	3.6	1.3	0.2	15	25	20	60	1	5	0.006	0.018	0.1639999999999999	0.08	0.83	0.711	0.0017627	0.0017914	0.0019334	0.002718	0.0028943	0.0033851	0.0016479	0.0009988999999999	0.0009044	0.0008836	0.0006068	0.0001788	0.0001773	0.0001774	0.00018	0.0001961	8.08e-05	6.97e-05	5.98e-05	1.02e-05	1.22e-05
390	390	390	20539	3.1	1.1	0.11	20	10	20	60	1	5	0.0069999999999999	0.018	0.224	0.068	0.7559999999999999	0.601	0.0017441	0.0017918	0.0019469	0.0029499	0.0031456999999999	0.0036502	0.0015654999999999	0.000888	0.0007934999999999	0.0007876	0.0005506	0.0001587	0.0001631999999999	0.0001625	0.0001626999999999	0.0001786	7.780000000000001e-05	6.01e-05	5.460000000000001e-05	1.1e-05	1.1e-05
398	398	398	20551	0.07	1.5	0.1639999999999999	30	25	70	45	1	5	0.018	0.01	0.003	0.092	0.072	1.435	0.0019888	0.0022453	0.0030452	0.0048914	0.0050298	0.0052165	0.0016593	0.0010543	0.0010088	0.0009592	0.0005306	0.0001515	0.0001519	0.0001531999999999	0.0001594	0.0001774999999999	7.28e-05	6.459999999999997e-05	5.350000000000001e-05	1.09e-05	1.16e-05
407	407	407	20561	0.27	0.08	1.0	20	30	30	30	1	5	0.012	0.001	0.052	0.005	0.1669999999999999	0.066	0.000137	0.0001506999999999	0.0001955	0.0002841	0.0003206	0.0004105	0.0002433	0.000161	0.0001495	0.0001449	8.7e-05	2.21e-05	2.42e-05	2.22e-05	2.18e-05	2.22e-05	8.3e-06	7.1e-06	6.1e-06	1.4e-06	1.3e-06
417	417	417	20574	0.61	0.02	0.188	30	10	60	30	1	5	0.01	0.001	0.07	0.001	0.276	0.019	0.0006671	0.0007106	0.0008257999999999	0.001168	0.0011621	0.0011237	0.0003448	0.0001985	0.0001819	0.0001776	0.0001036	2.85e-05	2.88e-05	2.910000000000001e-05	2.77e-05	2.97e-05	1.03e-05	1.11e-05	6.5e-06	2.6e-06	2.1e-06
439	439	439	20608	0.11	1.1	0.288	15	35	50	30	1	4	0.016	0.009	0.008	0.068	0.095	1.202	0.0010398	0.0012092	0.0017522	0.003159	0.0035313	0.0040393999999999	0.0013587	0.0008365	0.0007894999999999	0.0007476	0.0004324	0.0001254	0.0001245	0.0001252999999999	0.0001273	0.0001332	5.56e-05	4.72e-05	4.01e-05	9.5e-06	8.5e-06
446	446	446	20618	0.47	0.3	0.112	15	15	30	15	1	3	0.01	0.008	0.036	0.018	0.235	0.205	0.0015271	0.0015281	0.0015654999999999	0.0018039	0.0016886	0.0014783	0.0004653	0.0002783	0.0002577	0.0002445	0.0001453	4e-05	4.22e-05	4.28e-05	4.09e-05	4.39e-05	1.86e-05	1.34e-05	1.04e-05	2.4e-06	2e-06
454	454	454	20628	1.8	1.4	0.244	0	35	70	60	1	2	0.008	0.012	0.093	0.086	0.54	1.148	0.0011727	0.0014087	0.0021261	0.0041061	0.0046653	0.0054578	0.0019377	0.0011081	0.0010087	0.0009689	0.0006391	0.0001881	0.0001811	0.0001801	0.0001795	0.0001936	8.22e-05	6.659999999999999e-05	6.23e-05	1.36e-05	1.1e-05
455	455	455	20629	1.3	0.7	0.218	5	15	60	60	1	4	0.008	0.012	0.105	0.043	0.441	0.478	0.0011294	0.0011724	0.0013301	0.0019262	0.0020671	0.0024171	0.0009423	0.0005652	0.000516	0.0004994	0.0003259	9.67e-05	9.4e-05	9.47e-05	9.26e-05	9.97e-05	4.3e-05	3.09e-05	2.730000000000001e-05	7.699999999999999e-06	6.1e-06
458	458	458	20632	0.53	1.0	0.4	30	15	50	60	1	3	0.01	0.018	0.05	0.061	0.253	0.546	0.0007745	0.0008902	0.0012318	0.001993	0.0022364	0.0028735	0.0012399	0.000802	0.0007545	0.0007287999999999	0.0004287	0.0001248	0.0001259	0.0001273	0.0001303	0.0001446	5.34e-05	4.9700000000000015e-05	4.17e-05	1.0800000000000003e-05	9.1e-06
460	460	460	20636	1.9	0.7	0.174	25	35	20	60	1	3	0.008	0.022	0.144	0.043	0.5579999999999999	0.287	0.0014457	0.0014688	0.0015632	0.0021265	0.0023003	0.0027892	0.0010472	0.0006287	0.0005719	0.0005636	0.0003715	0.0001063	0.0001077	0.0001091	0.0001123	0.0001196	5.08e-05	4.05e-05	3.510000000000001e-05	5.3e-06	7.200000000000001e-06
465	465	465	20642	1.0	0.2	0.202	15	30	50	15	1	2	0.009	0.004	0.057	0.012	0.375	0.109	0.0007798999999999	0.0008396	0.0009977	0.0014195	0.0014452999999999	0.0014451	0.000458	0.0002643	0.0002417	0.0002328	0.0001379	3.73e-05	3.77e-05	3.620000000000001e-05	3.55e-05	4.22e-05	1.57e-05	1.32e-05	1.06e-05	2e-06	2.4e-06
471	471	471	20649	6.4	2.2	0.136	20	0	40	60	1	2	0.006	0.02	0.226	0.135	1.185	1.202	0.0024487	0.0025758	0.0029418	0.0045943999999999	0.0050569	0.0065405	0.0029246	0.0016661999999999	0.0014891	0.0014674	0.0010567	0.0003127	0.0003139	0.0003143	0.0003202	0.0003487	0.0001431999999999	0.0001206	0.0001004	2.35e-05	2.18e-05
477	477	477	20655	2.6	0.02	0.174	25	0	50	30	1	4	0.0069999999999999	0.001	0.161	0.001	0.6779999999999999	0.014	0.0008527999999999	0.0008401	0.0008422	0.0011363	0.0011733	0.0013575999999999	0.00047	0.0002768	0.0002503	0.0002427	0.0001575999999999	4.38e-05	4.39e-05	4.44e-05	4.75e-05	5.23e-05	2.060000000000001e-05	1.76e-05	1.32e-05	3.2e-06	2.8e-06
486	486	486	20667	0.28	0.3	0.182	30	10	30	60	1	5	0.012	0.006	0.015	0.018	0.17	0.287	0.0008994999999999	0.0009698	0.0011698	0.0016139	0.0015721	0.0014783	0.0004476	0.0002731	0.0002582	0.0002479	0.0001359	3.68e-05	4.08e-05	3.94e-05	4.08e-05	4.5e-05	1.49e-05	1.51e-05	1.31e-05	1.3e-06	2.3e-06
502	502	502	20691	0.36	1.3	0.256	0	10	20	30	1	3	0.012	0.014	0.014	0.08	0.199	0.888	0.0015161	0.0016571	0.0020919	0.0030759	0.0033125	0.003693	0.0015561	0.000969	0.0009105	0.0008618	0.0005244	0.0001574	0.0001553	0.0001526	0.0001543	0.0001591	7.020000000000001e-05	5.6100000000000015e-05	5.05e-05	1.24e-05	9.5e-06
513	513	513	20703	3.6	0.1	0.152	10	5	50	15	1	4	0.006	0.001	0.156	0.006	0.83	0.068	0.0009372	0.0009353	0.0009503	0.0013154999999999	0.0013698	0.0015558	0.0005193	0.0002948	0.0002654	0.0002543	0.0001702	4.88e-05	4.72e-05	4.67e-05	5e-05	5.37e-05	2.18e-05	1.58e-05	9.9e-06	2.6e-06	2.1e-06
526	526	526	20722	0.27	1.3	0.216	15	25	30	60	1	3	0.012	0.01	0.023	0.08	0.1669999999999999	1.243	0.0016391	0.0017947	0.0022596	0.0033751	0.0035955	0.0039857	0.0014947	0.0009357	0.0008833	0.0008384999999999	0.0004985	0.0001450999999999	0.0001473	0.0001437	0.0001498	0.0001582	6.56e-05	5.460000000000001e-05	4.52e-05	1.07e-05	9.3e-06
539	539	539	20741	1.4	0.08	0.266	0	10	50	60	1	4	0.008	0.001	0.096	0.005	0.462	0.076	0.0006873	0.0006855	0.000696	0.0008538	0.0008681	0.0009256	0.0003938	0.0002342	0.0002167	0.0002055	0.000134	3.88e-05	3.98e-05	4.06e-05	3.68e-05	4.06e-05	1.5399999999999998e-05	1.27e-05	1.06e-05	2.6e-06	2.3e-06
543	543	543	20745	2.4	0.02	0.296	30	35	30	45	1	4	0.0069999999999999	0.001	0.1639999999999999	0.001	0.645	0.014	0.000593	0.0006034	0.0006541	0.0009223	0.0009822	0.0012158	0.0004567	0.0002716	0.0002447	0.0002383	0.0001543	4.2100000000000014e-05	4.42e-05	4.55e-05	4.36e-05	4.870000000000001e-05	1.91e-05	1.4300000000000004e-05	1.53e-05	2.4e-06	3.9e-06
553	553	553	20758	2.2	0.02	0.216	20	15	50	0	1	3	0.0069999999999999	0.001	0.092	0.001	0.611	0.011	0.0007987	0.0008208	0.000893	0.0011804	0.0012374	0.0013523	0.000463	0.0002692	0.0002501	0.0002377	0.0001457	4.09e-05	3.929999999999999e-05	4.25e-05	4.07e-05	4.54e-05	1.52e-05	1.4800000000000002e-05	8.5e-06	3.9e-06	2.6e-06
560	560	560	20768	2.9	1.1	0.124	20	5	10	30	1	4	0.0069999999999999	0.035	0.107	0.068	0.726	0.301	0.0021976	0.0022793	0.0025644	0.003809	0.0039806	0.0045451	0.0015937999999999	0.0009661	0.0008916	0.0008625999999999	0.0005473	0.0001608	0.0001607	0.0001611	0.0001658	0.0001783	6.929999999999999e-05	6.13e-05	5.41e-05	1.03e-05	1.04e-05
567	567	567	20777	100.0	3.9	0.276	15	25	50	60	1	5	0.002	0.02	1.777	0.24	6.517	2.131	0.0011397	0.0010907999999999	0.0010625	0.0016109	0.0018545	0.0027571	0.0027117	0.0012637	0.0010046	0.0010890999999999	0.0018878	0.0005555	0.0005514	0.0005511	0.0005603	0.0006037	0.0002512	0.0002106	0.0001837	4.35e-05	3.74e-05
569	569	569	20779	0.23	0.9	0.194	10	10	70	15	1	5	0.012	0.014	0.01	0.055	0.151	0.615	0.0013583	0.0015382	0.0020788	0.0033467	0.003506	0.0035626999999999	0.0011783	0.0007202	0.0006787	0.0006393	0.0003729	0.0001088	0.0001064	0.000106	0.0001094	0.0001192	4.78e-05	3.59e-05	3.2e-05	7.9e-06	7.000000000000002e-06
576	576	576	20788	1.4	0.2	0.2	25	30	50	60	1	2	0.008	0.003	0.096	0.012	0.462	0.1369999999999999	0.0008851	0.0008865	0.0009027	0.0011110999999999	0.0011087999999999	0.0011481	0.0004329	0.0002614	0.0002402	0.0002292	0.0001415	4.23e-05	4.22e-05	4.26e-05	4.07e-05	4.42e-05	1.88e-05	1.25e-05	1.15e-05	3.500000000000001e-06	1.9e-06
582	582	582	20797	2.9	0.02	0.176	10	0	60	30	1	3	0.0069999999999999	0.001	0.099	0.001	0.726	0.005	0.0006961	0.0008044	0.0010914	0.0018372	0.0020041	0.0021175	0.0005707999999999	0.0003161	0.0002866	0.0002729	0.0001733	4.93e-05	4.81e-05	4.72e-05	4.96e-05	5.37e-05	1.56e-05	1.96e-05	1.52e-05	2.4e-06	2.3e-06
585	585	585	20800	3.4	0.5	0.294	10	25	30	45	1	5	0.0069999999999999	0.01	0.117	0.031	0.8009999999999999	0.41	0.0008056	0.0008981	0.001164	0.0019466	0.0021737	0.0025809	0.001013	0.0005851	0.000532	0.0005103	0.0003333	9.84e-05	9.44e-05	9.54e-05	9.49e-05	0.000101	4.11e-05	3.35e-05	2.98e-05	6.8e-06	6.5e-06
587	587	587	20803	3.3	1.0	0.212	5	10	20	15	1	5	0.0069999999999999	0.024	0.271	0.061	0.7859999999999999	0.41	0.0010378	0.0011384	0.0013834	0.0022833	0.0025438	0.0031318	0.0014954	0.0008232	0.000722	0.000715	0.000541	0.0001638	0.00016	0.000156	0.0001576999999999	0.0001671	6.709999999999999e-05	5.710000000000001e-05	5.2e-05	1.19e-05	9.2e-06
588	588	588	20805	0.17	0.5	0.192	20	10	20	15	1	4	0.014	0.02	0.021	0.031	0.125	0.205	0.001019	0.0011185	0.0014152999999999	0.0021052	0.0021468	0.0021508	0.0006849	0.000419	0.0003925	0.0003746	0.0002132	6.2e-05	6.32e-05	6.34e-05	6.2e-05	6.74e-05	2.67e-05	1.84e-05	2.19e-05	4.4e-06	3.9e-06
597	597	597	20815	0.18	1.2	0.176	10	30	50	0	1	2	0.014	0.024	0.009	0.074	0.13	0.4920000000000001	0.0014267	0.0017291	0.0027285	0.0051683	0.0054458999999999	0.0052473	0.0015787	0.0009591	0.0008982999999999	0.0008467	0.0004966	0.0001468	0.0001428	0.0001467	0.0001456	0.0001555	6.48e-05	5.45e-05	4.59e-05	1.01e-05	1.02e-05
605	605	605	20828	0.48	1.1	0.222	5	25	60	30	1	3	0.01	0.014	0.028	0.068	0.238	0.7509999999999999	0.0019373	0.0019544	0.0020344	0.0022743	0.0022429	0.0021904	0.0010889	0.000734	0.0006967	0.0006627	0.000426	0.0001341	0.0001289	0.0001311	0.0001294	0.0001386999999999	5.81e-05	5.02e-05	4.429999999999999e-05	1.31e-05	8.2e-06
615	615	615	20841	4.2	0.2	0.24	20	25	70	60	1	4	0.006	0.003	0.093	0.012	0.913	0.1639999999999999	0.0008374	0.0008818999999999	0.0010177	0.0014882	0.0015741	0.0018048	0.0006161	0.0003642	0.0003364	0.0003253999999999	0.0001966	5.6100000000000015e-05	5.460000000000001e-05	5.460000000000001e-05	5.88e-05	6.19e-05	1.95e-05	2.2e-05	2.09e-05	4.2e-06	3.9e-06
621	621	621	20847	5.2	2.4	0.178	10	30	60	60	1	4	0.006	0.02	0.162	0.148	1.042	1.3119999999999998	0.0022069	0.0024583	0.0031709	0.0055081	0.0062172	0.0081363999999999	0.0031411	0.0018601	0.0016814	0.0016396	0.0011298	0.0003297	0.0003279	0.0003279	0.0003286	0.0003597	0.000147	0.0001230999999999	0.0001103	2.33e-05	2.1e-05
638	638	638	20866	3.3	0.6	0.206	0	5	20	60	1	3	0.0069999999999999	0.03	0.049	0.037	0.7859999999999999	0.1639999999999999	0.0010676	0.0012629	0.0018656	0.0034475	0.003825	0.0040132	0.0011956	0.0006883999999999	0.0006297	0.0006002999999999	0.0003721	0.0001097	0.000108	0.0001051	0.0001067	0.0001125	4.22e-05	3.72e-05	3.2899999999999987e-05	1.02e-05	7.299999999999999e-06
641	641	641	20871	2.8	1.5	0.1639999999999999	5	15	50	45	1	3	0.0069999999999999	0.026	0.046	0.092	0.71	0.615	0.0023828	0.0026331	0.0033744	0.0052552	0.0056798	0.0062609	0.0022509	0.0013519	0.0012613	0.0012008	0.0007457	0.0002214	0.0002184	0.0002167	0.0002186	0.0002338	9.82e-05	8.09e-05	7.23e-05	1.64e-05	1.3699999999999998e-05
645	645	645	20877	1.3	0.04	0.3	20	20	40	30	1	5	0.008	0.001	0.049	0.003	0.441	0.016	0.0005526	0.0005964	0.0007174999999999	0.0010409	0.0010953	0.0011634	0.0004145	0.000245	0.0002271	0.0002183	0.000129	3.59e-05	3.3799999999999995e-05	3.54e-05	3.6e-05	3.74e-05	1.49e-05	1.13e-05	1.1e-05	3.3e-06	2e-06
662	662	662	20897	1.5	0.6	0.158	30	10	40	60	1	4	0.008	0.012	0.055	0.037	0.482	0.41	0.0015409	0.001615	0.00185	0.0025995	0.0026174	0.0027589	0.0009064	0.000563	0.000526	0.0005076	0.0002951	8.45e-05	8.7e-05	8.73e-05	8.71e-05	9.89e-05	3.84e-05	2.98e-05	3.15e-05	4.8e-06	5.3e-06
666	666	666	20904	2.0	1.1	0.156	0	35	10	30	1	4	0.008	0.018	0.068	0.068	0.5760000000000001	0.601	0.0021047	0.0022387	0.0026626	0.003993	0.0042204999999999	0.0045859	0.0016365	0.0009766	0.0008984	0.0008605	0.000551	0.0001604	0.0001563	0.0001525	0.0001576999999999	0.0001678	6.87e-05	5.41e-05	4.78e-05	1.11e-05	1e-05
675	675	675	20918	0.27	0.9	0.228	0	5	30	60	1	2	0.012	0.012	0.037	0.055	0.1669999999999999	0.738	0.0008636	0.0010705	0.0017605999999999	0.0036463	0.0040467	0.0041408	0.0012631	0.000728	0.0006747999999999	0.0006349	0.0003908	0.0001156	0.0001113	0.0001128	0.0001157	0.0001189	4.85e-05	3.83e-05	3.18e-05	9.7e-06	7.9e-06
680	680	680	20923	3.0	1.1	0.196	20	25	30	15	1	2	0.0069999999999999	0.012	0.106	0.068	0.741	0.902	0.0014445	0.0016235	0.0021423	0.0036427	0.0039852	0.00471	0.0016418	0.0009611	0.0008798	0.0008539999999999	0.000543	0.000158	0.0001567	0.0001575	0.0001581	0.0001738	6.74e-05	5.86e-05	5.5200000000000014e-05	1.35e-05	1.07e-05
687	687	687	20931	0.74	0.06	0.116	15	20	70	0	1	4	0.01	0.001	0.069	0.004	0.311	0.025	0.0011152	0.0011454	0.0012395	0.0016624	0.0015964	0.0014491	0.0003919	0.0002224	0.0002049	0.0001936	0.000116	3.1e-05	3.28e-05	3.47e-05	3.3799999999999995e-05	3.44e-05	1.24e-05	1.07e-05	8.2e-06	1.1e-06	2.5e-06
689	689	689	20933	1.1	0.5	0.148	5	10	50	30	1	4	0.009	0.012	0.071	0.031	0.398	0.342	0.0013343	0.0014239	0.001675	0.0024978	0.0025753	0.0026686999999999	0.000852	0.0004989	0.0004572	0.0004348	0.0002702	8.209999999999999e-05	7.72e-05	7.46e-05	7.69e-05	8.41e-05	3.37e-05	3.1e-05	2.33e-05	7.9e-06	4.6e-06
690	690	690	20934	2.8	0.04	0.248	20	20	40	45	1	5	0.0069999999999999	0.001	0.101	0.003	0.71	0.027	0.0007359	0.0007717	0.0008781	0.001246	0.0013039	0.001411	0.0005317999999999	0.0003094	0.0002869	0.0002743	0.0001675999999999	4.870000000000001e-05	4.59e-05	4.59e-05	4.68e-05	5.489999999999999e-05	2e-05	1.76e-05	9.1e-06	1.7e-06	3.500000000000001e-06
691	691	691	20935	0.45	0.06	0.27	30	10	60	45	1	5	0.01	0.001	0.018	0.004	0.229	0.033	0.0005519	0.0005809	0.0006723	0.000868	0.0008695	0.0008592	0.0002932	0.0001729	0.0001671	0.0001581	8.78e-05	2.37e-05	2.25e-05	2.49e-05	2.5e-05	2.58e-05	1.11e-05	8.7e-06	6e-06	7e-07	1.5e-06
693	693	693	20938	2.8	0.8	0.274	0	25	20	60	1	5	0.0069999999999999	0.01	0.113	0.049	0.71	0.6559999999999999	0.0010067	0.0011005999999999	0.0013545	0.0021456999999999	0.0023735	0.0028066	0.0011943	0.0006901	0.0006257999999999	0.0006054	0.0004004	0.0001185	0.0001149	0.0001136	0.0001133	0.0001227	5.18e-05	4e-05	3.74e-05	8.5e-06	7.200000000000001e-06
695	695	695	20940	4.0	0.02	0.122	25	15	60	45	1	4	0.006	0.001	0.088	0.001	0.8859999999999999	0.022	0.0013666	0.0013977	0.0015014	0.002106	0.0020711	0.0020702	0.0005734	0.0003343	0.0003058	0.000298	0.0001767	4.92e-05	5.11e-05	5.11e-05	5.04e-05	5.7e-05	2.17e-05	1.96e-05	1.76e-05	2.2e-06	3e-06
706	706	706	20953	0.4	0.06	0.284	25	10	50	30	1	4	0.012	0.001	0.051	0.004	0.212	0.057	0.0005641	0.0005775999999999	0.0006149	0.0007524	0.0007532	0.0007797	0.0002994	0.0001866	0.0001746	0.0001653	9.58e-05	3.02e-05	2.94e-05	2.55e-05	2.65e-05	2.910000000000001e-05	1.0800000000000003e-05	8.599999999999999e-06	5.5e-06	2.8e-06	2.2e-06
707	707	707	20954	1.0	0.7	0.212	10	15	50	30	1	4	0.009	0.009	0.138	0.043	0.375	0.669	0.0008345	0.0009484	0.0012618	0.0022449	0.0025009	0.0030594	0.0009783	0.0005638	0.0005103	0.0004943	0.0003284	9.66e-05	9.46e-05	9.26e-05	9.39e-05	0.0001046	3.99e-05	3.47e-05	2.9600000000000005e-05	7.200000000000001e-06	5.5e-06
711	711	711	20959	2.6	0.04	0.132	10	5	70	60	1	4	0.0069999999999999	0.001	0.11	0.003	0.6779999999999999	0.027	0.0009382	0.0010135	0.0011885	0.0018449	0.0018916	0.0019409	0.000532	0.0002978	0.0002734	0.0002605	0.0001646	4.93e-05	4.650000000000001e-05	4.58e-05	4.98e-05	4.94e-05	2.05e-05	1.6100000000000002e-05	1.58e-05	2.8e-06	3e-06
714	714	714	20962	0.16	0.5	0.172	10	15	50	45	1	5	0.014	0.02	0.004	0.031	0.12	0.205	0.0013595	0.0014378	0.0016581	0.0020871	0.0020387	0.0018792	0.0006724	0.0004153	0.00039	0.0003662	0.0002158	6.28e-05	6.13e-05	6.07e-05	6.57e-05	6.500000000000001e-05	2.4100000000000006e-05	2.04e-05	2.22e-05	3.2e-06	3.9e-06
716	716	716	20964	3.0	1.2	0.282	25	35	60	15	1	2	0.0069999999999999	0.012	0.17	0.074	0.741	0.984	0.0013719	0.001414	0.0015649	0.0022154	0.0024028	0.0030402	0.001493	0.0009141	0.0008326	0.0008224	0.0005606	0.0001652	0.0001655	0.0001681	0.0001678	0.0001872	7.64e-05	6.47e-05	5.539999999999999e-05	1.17e-05	1.18e-05
722	722	722	20971	1.6	0.08	0.166	20	5	10	30	1	2	0.008	0.001	0.063	0.005	0.502	0.076	0.0007512	0.0008493999999999	0.0011258	0.0018328	0.0018448	0.0017492	0.0004794	0.0002691	0.0002516	0.0002405	0.0001438	3.86e-05	4.08e-05	4.04e-05	3.85e-05	4.3e-05	1.5e-05	1.22e-05	1.1e-05	4e-06	2.7000000000000004e-06
725	725	725	20974	0.27	0.6	0.248	20	25	20	0	1	4	0.012	0.02	0.052	0.037	0.1669999999999999	0.246	0.0009	0.0009738	0.0011901	0.0017673	0.0018782	0.0021092	0.0007615	0.0004732	0.0004388999999999	0.0004199	0.0002511	7.35e-05	7.329999999999999e-05	7.41e-05	7.25e-05	7.979999999999999e-05	3.45e-05	2.62e-05	2.28e-05	4e-06	4.4e-06
734	734	734	20985	115.0	4.3	0.152	30	35	30	15	1	4	0.002	0.016	3.247	0.264	7.107	2.938	0.0008996	0.0008014	0.0007161	0.0011167999999999	0.0013208	0.00268	0.0017663	0.0008843999999999	0.0006833	0.000761	0.0020088	0.0005803	0.0005889	0.0005942	0.0006085	0.0006763	0.0002738	0.0002353	0.0002009	4.2700000000000015e-05	4.26e-05
736	736	736	20989	3.3	0.7	0.158	30	25	70	45	1	3	0.0069999999999999	0.022	0.128	0.043	0.7859999999999999	0.287	0.0016660999999999	0.0017032	0.001833	0.0025351	0.0027132	0.0032317	0.0011482	0.0006916	0.0006322999999999	0.0006235	0.000398	0.0001152	0.000117	0.0001202	0.0001198	0.0001337	5.34e-05	4.25e-05	4e-05	7.699999999999999e-06	7.6e-06
737	737	737	20991	1.9	0.8	0.17	25	0	60	60	1	4	0.008	0.01	0.046	0.049	0.5579999999999999	0.6559999999999999	0.0013524	0.0015428	0.0021137	0.0036617	0.0038438	0.0040874	0.0011757	0.0007171	0.000668	0.0006359	0.0003701	0.0001064	0.000107	0.0001074	0.0001099	0.0001212	4.620000000000001e-05	3.84e-05	3.65e-05	8e-06	7.6e-06
743	743	743	21001	3.6	1.4	0.17	5	5	50	30	1	5	0.006	0.01	0.147	0.086	0.83	1.339	0.0016282	0.0017746	0.0021906	0.0036022	0.0039532	0.0045994	0.0018753	0.0010605	0.0009627	0.0009314	0.0006309	0.0001878	0.0001843	0.0001833	0.0001824	0.0001943	7.840000000000001e-05	6.92e-05	5.91e-05	1.6899999999999994e-05	1.22e-05
747	747	747	21005	3.3	0.8	0.166	20	0	60	45	1	4	0.0069999999999999	0.01	0.146	0.049	0.7859999999999999	0.765	0.0012777	0.0014187999999999	0.0017942999999999	0.0031081	0.00341	0.0042328	0.001313	0.0007664	0.0006957	0.0006766	0.0004415	0.0001284	0.0001317	0.0001273	0.0001315	0.0001443	5.88e-05	4.7e-05	4.7e-05	8.599999999999999e-06	8.5e-06
751	751	751	21010	0.79	1.2	0.102	15	20	30	0	1	4	0.01	0.01	0.036	0.074	0.324	1.148	0.0021803	0.0025318	0.0035624	0.0061413999999999	0.0061754	0.0058541	0.0016157	0.0009695	0.0009035	0.0008583	0.000504	0.0001481	0.0001476	0.0001469	0.0001488	0.0001588	6.73e-05	5.39e-05	4.89e-05	1.2e-05	9.3e-06
